Simulation,SimulatedNNDISLoss
2020,2741.112462
2021,0
2022,0
2023,0
2024,0
2025,6192.337407
2026,211.8947058
2027,1919.072283
2028,0
2029,0
2030,4926.76825
2031,1435.138884
2032,572.6975992
2033,0
2034,2462.203751
2035,0
2036,0
2037,39.44873862
2038,0
2039,0
2040,116.5797135
2041,3978.824891
2042,407.1094052
2043,3300.546124
2044,1157.983021
2045,3110.610995
2046,0
2047,3023.504678
2048,2708.992343
2049,952.5096303
2050,4500.356796
2051,0
2052,2725.082752
2053,588.5475023
2054,3576.873726
2055,1175.991022
2056,0
2057,1576.43576
2058,502.5908568
2059,2584.659008
2060,1906.299558
2061,0
2062,2321.176279
2063,2289.14203
2064,0
2065,1253.61435
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1911.109196
2072,0
2073,2068.266513
2074,521.0466029
2075,0
2076,424.216849
2077,0
2078,0
2079,289.5646551
2080,0
2081,89.54862927
2082,608.2814264
2083,1192.650112
2084,6410.517009
2085,2512.067864
2086,404.4118567
2087,1889.31587
2088,0
2089,210.3179948
2090,0
2091,0
2092,1399.255032
2093,2015.857812
2094,0
2095,0
2096,72.5407888
2097,2633.311248
2098,2725.451576
2099,76.8087438
2100,424.4669274
2101,1221.390093
2102,1831.014432
2103,3909.639434
2104,632.5686567
2105,1826.721187
2106,707.3217634
2107,0
2108,0
2109,0
2110,2373.326436
2111,3260.945676
2112,1054.579878
2113,567.5237881
2114,0
2115,2453.31116
2116,4990.462251
2117,675.1527298
2118,4083.555365
2119,0
2120,1287.306179
2121,0
2122,264.0564481
2123,732.2854198
2124,0
2125,554.0329705
2126,714.5004677
2127,235.8585213
2128,377.6629414
2129,0
2130,827.9786326
2131,0
2132,993.4771867
2133,593.687156
2134,3352.375165
2135,1380.297001
2136,0
2137,0
2138,5933.262441
2139,997.0127747
2140,0
2141,0
2142,0
2143,3131.453179
2144,0
2145,0
2146,6483.262006
2147,0
2148,569.0745635
2149,0
2150,5918.017598
2151,2411.606941
2152,484.2662303
2153,2429.898937
2154,17.19079069
2155,0
2156,0
2157,3143.01122
2158,0
2159,3919.774717
2160,0
2161,0
2162,584.982678
2163,2074.250249
2164,3506.69804
2165,0
2166,3796.755316
2167,3095.89341
2168,825.5379327
2169,0
2170,2183.047367
2171,2179.418968
2172,1238.063347
2173,0
2174,2143.323171
2175,1445.449522
2176,1090.418395
2177,2108.380414
2178,3427.554493
2179,470.4639403
2180,1171.69857
2181,146.4517517
2182,3225.444498
2183,86.59333441
2184,0
2185,0
2186,1245.449116
2187,0
2188,0
2189,210.9735068
2190,235.3561993
2191,387.5607599
2192,1523.551359
2193,0
2194,752.2318313
2195,0
2196,0
2197,4384.333838
2198,726.1723505
2199,4923.797328
2200,1398.637024
2201,0
2202,0
2203,4556.05044
2204,1442.397341
2205,0
2206,0
2207,445.6800394
2208,0
2209,0
2210,3027.155182
2211,2398.610415
2212,902.6376672
2213,0
2214,876.8939111
2215,0
2216,1698.036233
2217,537.6147108
2218,792.1374486
2219,2260.352284
2220,0
2221,0
2222,1460.3924
2223,0
2224,2217.270508
2225,0
2226,0
2227,1573.559716
2228,297.097162
2229,1138.317854
2230,350.3548179
2231,0
2232,0
2233,0
2234,3111.058686
2235,3762.359902
2236,0
2237,101.9399223
2238,5253.829915
2239,0
2240,1138.639763
2241,3515.576114
2242,2169.401272
2243,1085.408089
2244,2287.425852
2245,936.4428053
2246,0
2247,872.2761148
2248,0
2249,1127.843791
2250,0
2251,0
2252,0
2253,4121.09878
2254,0
2255,0
2256,1411.08242
2257,0
2258,0
2259,1042.69243
2260,5322.236909
2261,604.4953472
2262,4023.917538
2263,1655.040987
2264,61.119216
2265,1327.741748
2266,320.2078465
2267,0
2268,1069.444392
2269,5593.175991
2270,961.1516935
2271,824.0052669
2272,0
2273,531.0174053
2274,1366.762652
2275,0
2276,7945.549676
2277,1088.529003
2278,0
2279,1638.694073
2280,4202.583002
2281,788.4716197
2282,8774.023835
2283,0
2284,0
2285,1064.72201
2286,822.9341596
2287,945.6460626
2288,4410.795591
2289,1944.164075
2290,1078.365442
2291,1224.135591
2292,0
2293,214.3359196
2294,0
2295,0
2296,0
2297,0
2298,0
2299,2515.114786
2300,1812.361808
2301,935.6326652
2302,815.0824567
2303,0
2304,0
2305,1922.536723
2306,985.0054665
2307,1699.258557
2308,889.6912167
2309,514.9794769
2310,1148.973185
2311,0
2312,69.11560321
2313,900.4362264
2314,0
2315,0
2316,0
2317,0
2318,537.642849
2319,1194.023733
2320,0
2321,454.7616148
2322,7675.126449
2323,82.44465859
2324,1923.830034
2325,34.54960575
2326,65.53542906
2327,0
2328,2022.771435
2329,1031.463217
2330,0
2331,4752.234252
2332,0
2333,1865.695482
2334,0
2335,0
2336,2030.205499
2337,0
2338,0
2339,2179.891623
2340,0
2341,1512.491131
2342,4901.675319
2343,0
2344,315.1457029
2345,6665.90398
2346,0
2347,0
2348,0
2349,0
2350,4107.699366
2351,1013.732953
2352,401.8789922
2353,0
2354,0
2355,2362.412407
2356,2916.757389
2357,0
2358,1189.725982
2359,0
2360,4250.269641
2361,0
2362,3934.83226
2363,668.4351817
2364,1395.981038
2365,653.9999744
2366,1476.927684
2367,1210.765716
2368,0
2369,153.2078334
2370,0
2371,499.0462825
2372,1605.179567
2373,0
2374,648.8292655
2375,1107.355315
2376,0
2377,1826.408961
2378,0
2379,770.8124736
2380,1696.360956
2381,0
2382,981.3742421
2383,0
2384,0
2385,26.34544947
2386,0
2387,0
2388,0
2389,46.19846316
2390,0
2391,100.4917182
2392,0
2393,1043.198666
2394,1342.66026
2395,2627.198772
2396,5818.788273
2397,2837.332413
2398,456.2620987
2399,1647.724737
2400,0
2401,2709.219667
2402,0
2403,1225.859908
2404,2023.31409
2405,2341.826222
2406,933.4849938
2407,0
2408,1337.423423
2409,0
2410,1121.08438
2411,0
2412,0
2413,1172.797433
2414,1481.426564
2415,729.7345041
2416,340.3168018
2417,1166.326368
2418,5448.421635
2419,4550.047806
2420,0
2421,0
2422,429.4299448
2423,145.5319204
2424,7539.531657
2425,247.9825669
2426,212.10429
2427,879.9713392
2428,0
2429,1379.149832
2430,3452.297547
2431,0
2432,336.4265459
2433,4978.48252
2434,2437.309209
2435,0
2436,123.8181959
2437,0
2438,0
2439,8569.07807
2440,2634.095779
2441,598.9410039
2442,3701.119241
2443,0
2444,0
2445,987.3969204
2446,1835.889977
2447,0
2448,203.1015638
2449,2119.994951
2450,422.5838848
2451,805.9705841
2452,0
2453,0
2454,1651.943962
2455,842.8457356
2456,2062.088102
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,3816.894336
2464,840.3533032
2465,87.98103106
2466,0
2467,0
2468,0
2469,0
2470,198.2378107
2471,271.7394587
2472,0
2473,0
2474,3656.201466
2475,0
2476,0
2477,0
2478,0
2479,3663.264714
2480,0
2481,2808.548379
2482,0
2483,0
2484,1015.666877
2485,231.0920945
2486,133.8455116
2487,1185.659361
2488,3770.930625
2489,1684.315134
2490,0
2491,1915.686642
2492,0
2493,660.0197591
2494,0
2495,1213.257405
2496,2060.271277
2497,4157.705506
2498,2029.556007
2499,1664.076556
2500,1103.166437
2501,1361.445978
2502,2662.643576
2503,150.7014692
2504,407.341092
2505,5283.028945
2506,0
2507,0
2508,123.4748293
2509,216.7296224
2510,3072.151726
2511,0
2512,2628.70881
2513,2512.413486
2514,0
2515,0
2516,0
2517,0
2518,2484.667702
2519,0
2520,918.1547247
2521,4180.13473
2522,7489.037361
2523,2444.407623
2524,1905.278502
2525,0
2526,539.5472377
2527,397.7272675
2528,0
2529,2113.949361
2530,1792.063849
2531,3392.88303
2532,0
2533,255.2440186
2534,0
2535,0
2536,456.8631455
2537,632.3423063
2538,0
2539,0
2540,1190.931252
2541,186.6249088
2542,2008.696473
2543,0
2544,0
2545,1159.176709
2546,0
2547,2640.574506
2548,1665.803833
2549,215.0769299
2550,0
2551,525.7523187
2552,0
2553,578.8896942
2554,1154.276097
2555,756.4991382
2556,4129.561962
2557,2470.814538
2558,0
2559,0
2560,1089.648007
2561,3259.817648
2562,1430.880257
2563,6454.575467
2564,3587.301732
2565,0
2566,5130.080246
2567,0
2568,1364.639887
2569,0
2570,181.8832651
2571,0
2572,0
2573,0
2574,0
2575,1003.672248
2576,0
2577,370.1813983
2578,835.993366
2579,5087.569132
2580,5059.867022
2581,4125.913363
2582,1078.353462
2583,0
2584,481.2609069
2585,634.2874419
2586,1453.523379
2587,6459.552266
2588,1179.193085
2589,315.8196481
2590,0
2591,703.4602936
2592,0
2593,525.1051172
2594,0
2595,2939.702446
2596,4797.821347
2597,3072.47462
2598,7000.917411
2599,8.140735732
2600,0
2601,1672.307939
2602,0
2603,0
2604,1377.824112
2605,0
2606,7349.372635
2607,0
2608,866.4493726
2609,1829.126174
2610,0
2611,1601.682053
2612,0
2613,0
2614,0
2615,0
2616,0
2617,3081.823128
2618,3559.328396
2619,0
2620,0
2621,1499.425374
2622,3140.330591
2623,0
2624,1594.292813
2625,424.5092372
2626,1449.108509
2627,3526.378525
2628,2124.204832
2629,3372.774461
2630,340.8174511
2631,206.3426589
2632,1573.581219
2633,390.7920057
2634,2187.397034
2635,801.8062279
2636,1779.216606
2637,2416.238656
2638,3316.378899
2639,0
2640,3458.470562
2641,1511.50961
2642,0
2643,0
2644,3454.943999
2645,4338.33777
2646,0
2647,0
2648,3458.476432
2649,0
2650,0
2651,1995.418964
2652,276.6639596
2653,3338.063815
2654,0
2655,3310.693575
2656,1220.774376
2657,0
2658,916.7510428
2659,0
2660,0
2661,1581.445399
2662,0
2663,2535.284859
2664,2200.973942
2665,0
2666,0
2667,0
2668,258.7225152
2669,0
2670,0
2671,0
2672,1670.485735
2673,3635.047312
2674,0
2675,2984.621029
2676,3852.21823
2677,570.4822505
2678,0
2679,2787.477636
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,652.697335
2688,0
2689,657.1848102
2690,226.605296
2691,1987.655751
2692,0
2693,176.067944
2694,2247.833084
2695,665.8209533
2696,5084.270145
2697,0
2698,0
2699,981.5481241
2700,925.6743982
2701,2416.022476
2702,492.9991162
2703,0
2704,1805.497997
2705,0
2706,0
2707,0
2708,2363.656761
2709,1175.005018
2710,0
2711,907.331793
2712,0
2713,8099.373906
2714,0
2715,4391.309072
2716,0
2717,2709.679572
2718,2409.41537
2719,13.04942751
2720,1237.607687
2721,428.7670933
2722,0
2723,0
2724,1923.500449
2725,4533.267414
2726,0
2727,0
2728,0
2729,0
2730,3525.378483
2731,2364.091462
2732,0
2733,2001.797325
2734,5104.244901
2735,2068.598473
2736,0
2737,1141.896711
2738,0
2739,600.5485357
2740,1382.137602
2741,1369.44865
2742,591.1058983
2743,5236.054637
2744,0
2745,0
2746,1644.498894
2747,0
2748,0
2749,486.4732545
2750,0
2751,0
2752,0
2753,76.03800183
2754,0
2755,1138.611657
2756,1167.252217
2757,0
2758,0
2759,194.5115877
2760,2989.644927
2761,8136.637391
2762,456.2130871
2763,836.1003613
2764,1463.299566
2765,91.24655691
2766,0
2767,1113.802913
2768,1394.670816
2769,0
2770,1447.336154
2771,0
2772,0
2773,0
2774,0
2775,2021.73034
2776,0
2777,0
2778,0
2779,487.9720004
2780,0
2781,0
2782,0
2783,0
2784,0
2785,353.0159404
2786,433.6741288
2787,506.990498
2788,0
2789,1041.166049
2790,3920.173299
2791,0
2792,2367.954239
2793,2117.416522
2794,1157.987571
2795,1449.655031
2796,3851.720141
2797,0
2798,3007.233235
2799,2731.555312
2800,1416.607745
2801,0
2802,0
2803,1378.938923
2804,0
2805,77.46575079
2806,0
2807,0
2808,1829.944843
2809,147.7184895
2810,0
2811,0
2812,2027.278479
2813,0
2814,0
2815,0
2816,1006.846884
2817,701.1391619
2818,2385.071475
2819,1768.335537
2820,1959.642968
2821,2576.865241
2822,0
2823,2525.74521
2824,0
2825,1030.19505
2826,0
2827,406.7433831
2828,0
2829,0
2830,176.2384401
2831,1391.888494
2832,3171.341207
2833,64.38310227
2834,2819.397265
2835,2406.644849
2836,630.8006218
2837,1311.840332
2838,1118.012176
2839,481.963266
2840,0
2841,0
2842,3758.461786
2843,0
2844,0
2845,0
2846,0
2847,1498.389762
2848,848.1205483
2849,0
2850,352.2530748
2851,0
2852,3653.467045
2853,0
2854,0
2855,305.2921122
2856,2463.550905
2857,1508.771804
2858,0
2859,1649.358344
2860,5316.243941
2861,0
2862,0
2863,1744.475184
2864,600.2325423
2865,0
2866,587.9096839
2867,0
2868,0
2869,1096.566725
2870,0
2871,2415.914894
2872,0
2873,0
2874,1371.402262
2875,190.621859
2876,2086.048638
2877,0
2878,0
2879,2070.00034
2880,8655.18626
2881,0
2882,0
2883,1937.578823
2884,725.2733346
2885,0
2886,6137.637509
2887,2089.660531
2888,0
2889,0
2890,1392.823538
2891,51.32606467
2892,0
2893,2009.243459
2894,2510.849955
2895,4573.341943
2896,2379.397988
2897,0
2898,0
2899,1398.965716
2900,2881.376867
2901,2084.908387
2902,2558.738802
2903,1463.537681
2904,0
2905,62.67581821
2906,0
2907,2928.031603
2908,1693.442998
2909,0
2910,0
2911,0
2912,1819.367784
2913,757.9210284
2914,0
2915,57.82798867
2916,5197.446766
2917,497.6855564
2918,4693.982738
2919,0
2920,0
2921,0
2922,208.1208488
2923,1100.538391
2924,989.9191661
2925,0
2926,0
2927,0
2928,0
2929,1567.057305
2930,0
2931,2431.618356
2932,2594.509637
2933,2577.195314
2934,1093.651348
2935,1680.197625
2936,0
2937,0
2938,0
2939,7099.810874
2940,0
2941,193.1191457
2942,0
2943,4194.60554
2944,0
2945,0
2946,1168.120579
2947,0
2948,0
2949,388.4341507
2950,0
2951,0
2952,0
2953,0
2954,517.5867827
2955,0
2956,0
2957,468.5998939
2958,0
2959,411.8004169
2960,3034.532534
2961,0
2962,0
2963,2453.323801
2964,0
2965,757.2711015
2966,1227.04514
2967,3143.375309
2968,1101.721907
2969,367.6003263
2970,1167.185884
2971,1347.518393
2972,0
2973,0
2974,3547.634302
2975,0
2976,0
2977,0
2978,404.7586811
2979,1484.627754
2980,0
2981,65.98267008
2982,1078.279806
2983,0
2984,0
2985,167.6551062
2986,0
2987,0
2988,1291.155083
2989,4254.882267
2990,5535.741151
2991,779.3472321
2992,1745.093446
2993,666.5438644
2994,5811.086148
2995,1467.063899
2996,190.1049712
2997,6205.354329
2998,1240.353422
2999,0
3000,3045.654885
3001,3478.548971
3002,0
3003,0
3004,5524.870212
3005,808.1288513
3006,1525.105668
3007,0
3008,2685.403749
3009,2515.608651
3010,3764.805175
3011,0
3012,0
3013,2250.160535
3014,1094.296696
3015,0
3016,1940.778588
3017,0
3018,542.3881777
3019,0
3020,4474.351569
3021,0
3022,0
3023,7487.185294
3024,0
3025,3192.61066
3026,1993.63399
3027,707.5469477
3028,0
3029,0
3030,2283.515708
3031,0
3032,0
3033,3323.272801
3034,4535.676836
3035,0
3036,661.792742
3037,0
3038,0
3039,3382.516466
3040,0
3041,470.8910763
3042,0
3043,0
3044,4630.68167
3045,2493.812765
3046,1417.201063
3047,3741.475254
3048,0
3049,0
3050,103.4260605
3051,884.6549851
3052,2793.181954
3053,3813.583986
3054,2247.487538
3055,2468.718443
3056,1375.627145
3057,1525.280022
3058,0
3059,3030.686357
3060,0
3061,0
3062,0
3063,1121.35964
3064,0
3065,4239.104733
3066,0
3067,0
3068,0
3069,1891.744978
3070,0
3071,0
3072,221.6873912
3073,1867.470193
3074,0
3075,3923.482509
3076,0
3077,39.59303134
3078,4401.544549
3079,0
3080,1852.252089
3081,4418.051058
3082,0
3083,0
3084,0
3085,2519.901687
3086,118.8259911
3087,1849.967979
3088,0
3089,0
3090,2403.001153
3091,0
3092,1604.616872
3093,0
3094,0
3095,5135.094278
3096,0
3097,5892.98902
3098,1719.954677
3099,4153.814199
3100,0
3101,0
3102,0
3103,343.9252059
3104,2244.346378
3105,4691.949863
3106,636.3189807
3107,420.7460138
3108,582.0335629
3109,488.4004702
3110,5935.308766
3111,350.12036
3112,296.851638
3113,0
3114,0
3115,821.2851252
3116,0
3117,149.1596923
3118,0
3119,1961.677358
3120,559.6589227
3121,0
3122,0
3123,2074.442681
3124,3144.458371
3125,1124.15618
3126,2094.877254
3127,0
3128,0
3129,0
3130,3388.583128
3131,1112.776325
3132,2120.410727
3133,2430.882675
3134,0
3135,322.2841258
3136,0
3137,7409.972024
3138,0
3139,0
3140,470.1848339
3141,3200.290872
3142,0
3143,6339.365232
3144,162.3432771
3145,0
3146,0
3147,0
3148,3894.050988
3149,0
3150,0
3151,0
3152,0
3153,2295.136646
3154,992.7062008
3155,476.3417815
3156,2004.062463
3157,0
3158,0
3159,0
3160,4159.032071
3161,2146.346887
3162,0
3163,0
3164,0
3165,0
3166,827.392989
3167,0
3168,1537.09346
3169,0
3170,0
3171,3160.193445
3172,0
3173,2750.798428
3174,0
3175,3970.437178
3176,2319.969728
3177,1708.690094
3178,0
3179,0
3180,4522.492492
3181,1005.984853
3182,0
3183,0
3184,2084.298625
3185,382.6504858
3186,202.3211966
3187,478.4435413
3188,1923.491022
3189,0
3190,0
3191,737.393122
3192,754.2825632
3193,0
3194,837.5747739
3195,0
3196,1655.992669
3197,0
3198,3250.929341
3199,0
3200,0
3201,0
3202,0
3203,1271.777915
3204,2485.131395
3205,1288.303548
3206,0
3207,2347.89797
3208,0
3209,0
3210,1008.62105
3211,0
3212,1684.881323
3213,958.7210684
3214,0
3215,0
3216,2121.224612
3217,1017.920687
3218,0
3219,286.4038961
3220,1472.77556
3221,0
3222,1665.32067
3223,0
3224,2263.723085
3225,0
3226,1926.442751
3227,0
3228,1996.640106
3229,0
3230,3020.731518
3231,0
3232,0
3233,0
3234,0
3235,179.5002539
3236,391.8714008
3237,4232.630281
3238,0
3239,0
3240,532.345013
3241,0
3242,0
3243,0
3244,806.5100963
3245,2275.788275
3246,0
3247,2038.673538
3248,2867.453633
3249,0
3250,1855.593231
3251,2259.275629
3252,2868.28927
3253,298.4170227
3254,0
3255,0
3256,0
3257,0
3258,0
3259,751.184688
3260,0
3261,6531.930982
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,1930.84447
3269,0
3270,1538.410932
3271,1393.707334
3272,2689.114567
3273,3737.642152
3274,326.0580078
3275,147.0790403
3276,0
3277,0
3278,5379.715838
3279,0
3280,3906.650149
3281,0
3282,1830.873313
3283,1250.699026
3284,0
3285,837.2751956
3286,1834.1011
3287,2445.392892
3288,0
3289,0
3290,0
3291,1319.436451
3292,0
3293,1021.74116
3294,0
3295,0
3296,0
3297,1993.290353
3298,0
3299,0
3300,0
3301,5245.055511
3302,4280.466414
3303,1626.027271
3304,0
3305,0
3306,3255.704315
3307,0
3308,0
3309,0
3310,0
3311,0
3312,3248.614902
3313,796.4628878
3314,375.8836987
3315,1804.540011
3316,501.2291794
3317,1413.695732
3318,892.9418335
3319,0
3320,0
3321,2663.177718
3322,0
3323,0
3324,0
3325,1285.051172
3326,0
3327,0
3328,758.5412029
3329,0
3330,494.7785944
3331,2016.674823
3332,3067.795203
3333,1744.796101
3334,654.2848943
3335,0
3336,0
3337,0
3338,0
3339,0
3340,1544.453474
3341,4702.162347
3342,2592.175256
3343,2989.798175
3344,0
3345,0
3346,0
3347,1473.675473
3348,0
3349,0
3350,2569.198514
3351,0
3352,0
3353,0
3354,4289.835466
3355,133.5855369
3356,797.3784161
3357,1277.748153
3358,0
3359,0
3360,1514.889578
3361,0
3362,1970.692158
3363,0
3364,2324.657947
3365,0
3366,138.9300556
3367,928.1794275
3368,0
3369,4618.968326
3370,1171.572628
3371,3830.63798
3372,5237.388426
3373,357.3331286
3374,928.8928957
3375,1467.560498
3376,332.1634115
3377,0
3378,0
3379,2261.094481
3380,1951.711266
3381,912.1083964
3382,2241.411091
3383,0
3384,2717.237621
3385,21.26005581
3386,3432.896075
3387,0
3388,0
3389,1044.977682
3390,0
3391,0
3392,985.7182265
3393,598.1882447
3394,741.2919834
3395,0
3396,1888.925096
3397,0
3398,113.8987158
3399,0
3400,0
3401,1741.484396
3402,2512.528962
3403,0
3404,0
3405,0
3406,4943.935834
3407,4519.375307
3408,0
3409,4355.865497
3410,1878.700213
3411,1808.449783
3412,735.2031502
3413,0
3414,0
3415,0
3416,0
3417,0
3418,2567.867108
3419,421.722967
3420,4011.625987
3421,0
3422,2432.854321
3423,0
3424,873.5267732
3425,929.9164921
3426,2230.5199
3427,0
3428,4783.371967
3429,720.1670462
3430,1642.874452
3431,1843.753944
3432,0
3433,836.652408
3434,2430.207026
3435,0
3436,0
3437,1856.505928
3438,0
3439,0
3440,1918.139253
3441,0
3442,0
3443,431.0297185
3444,0
3445,657.8969236
3446,0
3447,584.2982698
3448,458.901994
3449,0
3450,320.6063097
3451,0
3452,0
3453,4188.232683
3454,0
3455,0
3456,0
3457,2181.760995
3458,0
3459,4833.52024
3460,1425.283133
3461,0
3462,0
3463,0
3464,1207.254595
3465,3199.013415
3466,163.2507968
3467,2280.978549
3468,1699.261231
3469,805.5230195
3470,0
3471,3004.30328
3472,500.3055292
3473,0
3474,4558.56689
3475,9400.126937
3476,878.7103252
3477,1077.979628
3478,2816.589246
3479,3229.545712
3480,0
3481,0
3482,456.5282518
3483,1145.799112
3484,0
3485,0
3486,0
3487,0
3488,0
3489,1743.591103
3490,0
3491,0
3492,1227.444665
3493,1165.12629
3494,26.87630119
3495,3703.161979
3496,1938.811095
3497,631.9511353
3498,1976.667928
3499,0
3500,0
3501,0
3502,1696.747935
3503,450.5533823
3504,474.4292007
3505,4431.159426
3506,1073.430987
3507,2762.159308
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,2112.439882
3518,2897.965798
3519,1525.936574
3520,0
3521,0
3522,0
3523,1630.720821
3524,3032.018404
3525,1582.731821
3526,2935.534363
3527,639.4531725
3528,405.2403526
3529,0
3530,0
3531,4316.808463
3532,1537.335853
3533,3212.060119
3534,0
3535,667.6376689
3536,1858.461219
3537,0
3538,683.7704936
3539,1238.81992
3540,0
3541,0
3542,2968.096022
3543,4046.849495
3544,0
3545,0
3546,0
3547,63.30194936
3548,0
3549,0
3550,4524.559204
3551,1139.58215
3552,4400.428322
3553,2317.608116
3554,0
3555,0
3556,0
3557,0
3558,2390.75302
3559,1491.37212
3560,0
3561,0
3562,1859.31043
3563,4859.076021
3564,0
3565,0
3566,3346.550426
3567,0
3568,0
3569,220.0989152
3570,2569.943514
3571,5539.529746
3572,1261.034892
3573,0
3574,8385.643023
3575,132.5041629
3576,0
3577,0
3578,692.0901522
3579,1946.569923
3580,0
3581,0
3582,541.6377589
3583,0
3584,0
3585,1689.810303
3586,1913.645399
3587,0
3588,4118.942397
3589,0
3590,0
3591,0
3592,0
3593,2809.708057
3594,0
3595,0
3596,3944.622778
3597,424.5144218
3598,2008.75226
3599,575.6379231
3600,0
3601,2555.238746
3602,284.7174572
3603,5240.369237
3604,1908.413278
3605,0
3606,399.0938602
3607,0
3608,155.378995
3609,1056.786488
3610,1537.4411
3611,1043.493574
3612,3220.621088
3613,1044.077837
3614,5275.072971
3615,210.6731542
3616,1099.585493
3617,0
3618,0
3619,0
3620,728.5171505
3621,1305.718177
3622,1913.468473
3623,1374.870352
3624,4028.755707
3625,2215.180101
3626,2880.525173
3627,0
3628,1008.566258
3629,1033.592896
3630,0
3631,2340.705259
3632,677.1575792
3633,0
3634,4679.451412
3635,930.28107
3636,1131.975341
3637,0
3638,3561.52576
3639,839.88789
3640,0
3641,0
3642,0
3643,0
3644,0
3645,1617.778097
3646,0
3647,0
3648,0
3649,0
3650,0
3651,7419.722102
3652,8392.958349
3653,7533.213675
3654,1397.178191
3655,0
3656,0
3657,2021.542717
3658,336.6884343
3659,5893.043657
3660,1117.498398
3661,75.85846063
3662,0
3663,482.4303677
3664,408.8253817
3665,0
3666,611.6813377
3667,0
3668,0
3669,970.6817632
3670,0
3671,0
3672,1445.655744
3673,5339.380926
3674,0
3675,2354.752329
3676,0
3677,0
3678,829.7702924
3679,0
3680,1923.045503
3681,3303.655064
3682,1447.234567
3683,0
3684,0
3685,0
3686,0
3687,1332.108646
3688,242.5004161
3689,0
3690,0
3691,448.5025186
3692,2660.00439
3693,0
3694,0
3695,0
3696,796.6932491
3697,3201.319976
3698,1036.302532
3699,0
3700,0
3701,0
3702,0
3703,0
3704,382.8177036
3705,3134.945119
3706,26.48288472
3707,346.3152952
3708,0
3709,0
3710,794.3724787
3711,4224.759082
3712,0
3713,0
3714,0
3715,2027.893388
3716,0
3717,5332.592064
3718,0
3719,0
3720,1580.229757
3721,2523.93772
3722,534.5928574
3723,329.2854721
3724,2640.125014
3725,1422.354271
3726,0
3727,0
3728,1238.526003
3729,0
3730,0
3731,1034.464161
3732,569.5486956
3733,577.4017898
3734,0
3735,0
3736,0
3737,5675.912457
3738,0
3739,2188.63368
3740,0
3741,2399.043845
3742,353.9143457
3743,1374.843709
3744,0
3745,1020.878768
3746,4118.700574
3747,0
3748,0
3749,504.220166
3750,3117.870192
3751,199.2164165
3752,974.2630849
3753,1620.981451
3754,0
3755,7132.811665
3756,1063.033578
3757,0
3758,0
3759,0
3760,2292.036203
3761,0
3762,765.0861491
3763,4977.359107
3764,0
3765,437.8402415
3766,399.5810184
3767,2441.513839
3768,0
3769,0
3770,1578.776799
3771,752.2552119
3772,0
3773,6624.072133
3774,4258.773573
3775,5266.968615
3776,1328.947568
3777,1061.968605
3778,1538.209307
3779,7905.003987
3780,0
3781,769.5638557
3782,1200.651301
3783,0
3784,481.5668391
3785,3447.788594
3786,2347.307349
3787,0
3788,860.8392661
3789,0
3790,0
3791,3134.938946
3792,0
3793,978.9624993
3794,508.7515447
3795,68.45227366
3796,3514.122468
3797,918.7361476
3798,876.4022575
3799,0
3800,0
3801,461.1117125
3802,1261.230194
3803,0
3804,1704.770504
3805,0
3806,0
3807,3196.635123
3808,0
3809,619.317859
3810,665.0012596
3811,823.4791203
3812,0
3813,172.4661599
3814,1182.948026
3815,725.816065
3816,0
3817,2544.233043
3818,1969.147314
3819,1360.206483
3820,2342.22625
3821,0
3822,2523.425025
3823,3870.241456
3824,627.9797308
3825,0
3826,0
3827,2493.262661
3828,0
3829,207.1223176
3830,0
3831,0
3832,0
3833,0
3834,1055.806091
3835,0
3836,0
3837,0
3838,2774.524054
3839,0
3840,0
3841,464.1857873
3842,0
3843,692.8571166
3844,1911.947873
3845,771.6201384
3846,2351.555863
3847,0
3848,0
3849,1583.186059
3850,1067.518376
3851,1635.121722
3852,0
3853,0
3854,1089.143339
3855,2467.331219
3856,384.7124098
3857,0
3858,0
3859,7.724816225
3860,0
3861,0
3862,2026.366651
3863,2757.398466
3864,235.0528211
3865,0
3866,0
3867,686.8688172
3868,1289.067541
3869,0
3870,0
3871,0
3872,7060.42429
3873,2525.760181
3874,296.8130529
3875,0
3876,2493.332797
3877,2275.954597
3878,1978.009917
3879,1502.123984
3880,5217.081966
3881,5501.463186
3882,1598.162421
3883,47.90785575
3884,915.8809367
3885,274.0230723
3886,838.4911054
3887,517.4984653
3888,0
3889,1449.465493
3890,0
3891,1471.745998
3892,1161.646707
3893,0
3894,0
3895,0
3896,316.5039454
3897,179.0875878
3898,1862.703332
3899,0
3900,0
3901,1153.930041
3902,3382.245517
3903,855.3861748
3904,0
3905,0
3906,295.3663379
3907,824.3151674
3908,2209.06601
3909,6697.708208
3910,0
3911,486.7331777
3912,0
3913,0
3914,2330.283683
3915,1692.679214
3916,0
3917,5896.04985
3918,0
3919,0
3920,570.6973394
3921,0
3922,0
3923,0
3924,536.5358101
3925,617.1896183
3926,2422.270387
3927,5903.035174
3928,3624.101253
3929,2471.435248
3930,0
3931,662.0720266
3932,554.7913109
3933,121.461855
3934,781.5272022
3935,1033.844893
3936,642.5014293
3937,0
